영업상태명,상세영업상태코드,상세영업상태명,전화번호,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,좌표정보(X),좌표정보(Y),점포구분명
휴업,2,휴업처리,02 3021668,서울특별시 은평구 응암동 300번지 10 호   ,,,대림시장,그 밖의 대규모점포,,,
폐업,3,폐업처리,1111111,서울특별시 은평구 응암동 74번지 7 호,,,녹번시장,그 밖의 대규모점포,193792.9849,455370.6138,대규모점포
폐업,3,폐업처리,222753651,서울특별시 은평구 불광1동 554번지 1호,서울특별시 은평구 불광로 60 (불광동),,(주)이마트 에브리데이 불광동점,그 밖의 대규모점포,193936.1257,456673.8056,준대규모점포
폐업,3,폐업처리,02-388-5601,서울특별시 은평구 갈현2동 456번지 27호,서울특별시 은평구 연서로 215 (갈현동),122959,롯데쇼핑(주)롯데슈퍼갈현점,그 밖의 대규모점포,192809.367,457275.2856,준대규모점포
폐업,3,폐업처리,352-5601,서울특별시 은평구 갈현1동 395번지 6호,서울특별시 은평구 통일로 867 (갈현동),,롯데쇼핑(주)롯데슈퍼연신내점,그 밖의 대규모점포,192859.3413,457545.7936,준대규모점포
폐업,3,폐업처리,02 3868773,서울특별시 은평구 갈현동 424번지 16 호,서울특별시 은평구 갈현로 300 (갈현동),,갈현시장,그 밖의 대규모점포,192640.0739,457921.1559,대규모점포
영업/정상,BBBB,,02 3557450,서울특별시 은평구 대조동 14번지 24호   ,,,불광시장(주),그 밖의 대규모점포,,,
영업/정상,BBBB,,02 3855071,서울특별시 은평구 대조동 14번지 37  호   ,,,대조시장,그 밖의 대규모점포,,,
휴업,2,휴업처리,204887244,서울특별시 강동구 천호동 565호   ,,,킴스클럽,대형마트,211750.8962,448202.6325,
영업/정상,1,정상영업,02  32169393,서울특별시 서대문구 홍제3동 294번지 6호,서울특별시 통일로 484 (유진상가),120760,유진상가,시장,194811.7563,454300.7397,대규모점포
영업/정상,1,정상영업,02-373-7571,서울특별시 서대문구 남가좌동 290번지 2   호,서울특별시 서대문구 수색로2길 45 (남가좌동),,모래내시장(주),시장,192503.1283,452051.2725,
영업/정상,1,정상영업,373-4914,,서울특별시 서대문구 수색로2길 47 (남가좌동),120805,서중시장,시장,192517.6402,452143.4915,대규모점포
영업/정상,1,정상영업,02-3145-3154,서울특별시 서대문구 창천동 30번지 33호,서울특별시 서대문구 신촌로 83 (창천동),,현대백화점 신촌점,백화점,194265.0676,450433.691,대규모점포
영업/정상,1,정상영업,02-2124-2148,서울특별시 서대문구 신촌동 74번지 12  호,서울특별시 서대문구 신촌역로 30 (신촌동),,신촌 밀리오레,그 밖의 대규모점포,194798.4584,450837.0517,
영업/정상,1,정상영업,02-2647-9191,서울특별시 양천구 목4동 727번지 736726738725739724723일대,서울특별시 양천구 목4동 727번지 736726738725739724723일대,,목4동시장상인회,시장,,,
영업/정상,1,정상영업,02-6373-7009,서울특별시 서대문구 대현동 145번지,서울특별시 서대문구 이화여대1길 10 (대현동),,예스에이피엠,그 밖의 대규모점포,195063.8207,450597.8741,
영업/정상,1,정상영업,8348900,서울특별시 서대문구 연희동 131번지 1호,서울특별시 서대문구 연희맛로 23 (연희동),,연희슈퍼마켓,시장,193716.3399,451653.5637,대규모점포
영업/정상,1,정상영업,02-376-4397,,서울특별시 서대문구 응암로 54 (북가좌동),120813,(주)GS리테일 북가좌점,구분없음,192000.9459,452848.0091,준대규모점포
영업/정상,1,정상영업,302-8023,서울특별시 서대문구 북가좌동 279번지 11호,서울특별시 서대문구 응암로 112 (북가좌동),,홈플러스(주) 익스프레스 북가좌점,시장,192301.1355,453354.0655,준대규모점포
영업/정상,1,정상영업,02-2290-5704,서울특별시 서대문구 홍제동 294번지 46호 유진상가,서울특별시 서대문구 통일로 484 유진상가 (홍제동),3628,롯데슈퍼 유진점,구분없음,194850.361,454344.4325,준대규모점포
영업/정상,1,정상영업,02-739-6780,서울특별시 서대문구 홍제동 469번지 인왕산 한신휴플러스,서울특별시 서대문구 통일로 397 지4층 (홍제동 인왕산 한신휴플러스),3730,롯데슈퍼 홍제2점,구분없음,195281.3955,453657.5348,준대규모점포
영업/정상,1,정상영업,02-395-3674,서울특별시 서대문구 홍제동 294번지 46호 유진상가,서울특별시 서대문구 통일로 484 유진상가 1층 (홍제동),3628,롯데슈퍼 유진점,구분없음,194850.361,454344.4325,준대규모점포
영업/정상,1,정상영업,02-2006-2678,서울특별시 마포구 신수동 93번지 102호 신촌숲아이파크,서울특별시 마포구 광성로 17 상가동 127호 (신수동 신촌숲아이파크),4094,GS THE FRESH 신촌숲아이파크점,구분없음,194158.7013,449853.9824,준대규모점포
영업/정상,1,정상영업,706-7272,서울특별시 마포구 구수동 61번지,서울특별시 마포구 토정로 193 (구수동),,롯데슈퍼 마포점,그 밖의 대규모점포,193981.3127,449301.6924,준대규모점포
영업/정상,1,정상영업,7065602,,서울특별시 마포구 마포대로 109 (공덕동 롯데캐슬프레지던트),121916,롯데프리미엄 푸드마켓,구분없음,195564.3758,449186.9333,준대규모점포
영업/정상,1,정상영업,02)333-3666,서울특별시 마포구 동교동 166번지 14호,서울특별시 마포구 양화로 176 (동교동),,스타피카소 아울렛,전문점,193282.1308,450549.2802,
영업/정상,1,정상영업,02-337-8541,서울특별시 마포구 연남동 573번지 코오롱아파트,서울특별시 마포구 연남로 30 (연남동 코오롱하늘채아파트),3989,홈플러스익스프레스 연남점,그 밖의 대규모점포,192899.6057,451360.661,
영업/정상,1,정상영업,2197-1234,서울특별시 마포구 신공덕동 173번지,서울특별시 마포구  백범로  212 (신공덕동),121852,(주)이마트 마포점,대형마트,195808.9045,448910.7413,대규모점포
영업/정상,1,정상영업,02-454-7529,서울특별시 광진구 구의동 611호,서울특별시 광진구 광나루로56길 34 (구의동),143832,구의현대종합상가,그 밖의 대규모점포,208403.7461,448490.2392,
영업/정상,1,정상영업,325-9559,서울특별시 마포구 연남동 227번지 15호,서울특별시 마포구 성미산로 198 (연남동),,동진시장,시장,193456.6064,451125.4673,
영업/정상,1,정상영업,3809414,서울특별시 마포구 공덕동 173번지 대우월드마크마포,서울특별시 마포구 백범로 212 (신공덕동),121030,(주)이마트 마포점,대형마트,195878.7415,449214.2533,
영업/정상,1,정상영업,712-0076,서울특별시 마포구 공덕동 256번지 10호,서울특별시 마포구 만리재로 19 (공덕동),,공덕시장,시장,195810.0795,449173.776,대규모점포
폐업,3,폐업처리,717-7042,서울특별시 마포구 염리동 36번지 249호,서울특별시 마포구 숭문길 96 (염리동),,염리시장,시장,195236.1007,449819.8164,
영업/정상,1,정상영업,701-5604,,서울특별시 마포구 큰우물로 3 (대흥동),121811,롯데슈퍼 대흥점,구분없음,194648.7593,449239.3147,
영업/정상,1,정상영업,334-2425,서울특별시 마포구 합정동 375번지 1호,서울특별시 마포구 양화진길 5 (합정동),,합정시장,시장,192257.3938,449554.4842,
영업/정상,1,정상영업,2683-8545,서울특별시 구로구 개봉1동 156번지 18호 외 1필지 대림프라자 101호,서울특별시 구로구 경인로 319 (개봉동외 1필지 대림프라자 101호),,홈플러스 익스프레스 개봉점,구분없음,187158.4438,443952.5619,
영업/정상,1,정상영업,325-5601,,서울특별시 마포구 신촌로 88 (노고산동),121806,롯데슈퍼 신촌점,구분없음,194219.1914,450346.6098,준대규모점포
영업/정상,1,정상영업,334-3133,서울특별시 마포구 망원2동 480번지 1호,서울특별시 마포구 망원2동 480번지 1호,,성산시장,시장,,,
영업/정상,1,정상영업,335-4527,서울특별시 마포구 서교동 485번지 14호,서울특별시 마포구 동교로12길 21 (서교동),,영진시장,시장,192214.3809,450136.911,
영업/정상,1,정상영업,717-1324,서울특별시 마포구 신수동 288번지 1호,서울특별시 마포구 토정로17길 17 (신수동),,신수시장,시장,194236.7347,449243.1627,대규모점포
영업/정상,1,정상영업,334-6949,서울특별시 마포구 망원2동 517번지,서울특별시 마포구 월드컵로25길 26 (망원동),,성산프라자(마포영화블렌하임),그 밖의 대규모점포,191651.5293,450694.8035,대규모점포
영업/정상,1,정상영업,02-517-7885,서울특별시 마포구 동교동 166번지 15호,서울특별시 마포구 양화로 176 (동교동),,YZ Park 홍대점,전문점,193296.7914,450562.9312,대규모점포
영업/정상,1,정상영업,02-2267-5617,,서울특별시 중구 을지로36길 35 (오장동),100310,중부시장,그 밖의 대규모점포,200091.1676,451433.5796,
영업/정상,1,정상영업,3141-2502,서울특별시 마포구 서교동 357번지 1호,서울특별시 마포구 홍익로3길 20 (서교동),,서교시장,시장,193009.2081,450142.1869,
영업/정상,1,정상영업,300-5062,서울특별시 마포구 성산동 533번지 1호,서울특별시 마포구 월드컵로 235 (성산동),,마포농수산물시장,시장,190931.0009,451427.7221,대규모점포
영업/정상,1,정상영업,3141-5262,서울특별시 마포구 창전동 442번지,서울특별시 마포구 창전로 45 (창전동),,마포종합시장(서강한화오벨리스크),그 밖의 대규모점포,193905.4372,449372.4965,대규모점포
영업/정상,1,정상영업,530-5802,서울특별시 서초구 잠원동 70번지 2호,서울특별시 서초구 잠원로 51 (잠원동),137908,뉴코아아울렛,전문점,200576.6086,445241.8984,
휴업,2,휴업처리,02 3005062,서울특별시 마포구 성산동 533번지 1호   ,서울특별시 마포구 월드컵로 235 (성산동),,마포농수산물시장,그 밖의 대규모점포,190931.0009,451427.7221,
폐업,3,폐업처리,334-5400,서울특별시 마포구 노고산동 49번지 55호,서울특별시 마포구 신촌로 86 (노고산동),,신촌상가,시장,194158.3696,450273.1941,대규모점포
폐업,3,폐업처리,3459,서울특별시 마포구 서교동 441번지 6호,서울특별시 마포구 월드컵로 80 (서교동),,홈플러스익스프레스 망원점,구분없음,192018.0391,450449.0308,준대규모점포
폐업,3,폐업처리,322 4531,서울특별시 마포구 서교동 487호,서울특별시 마포구 월드컵북로5나길 18 (서교동),,신교시장,그 밖의 대규모점포,192577.9908,450569.6705,대규모점포
폐업,3,폐업처리,702-6640,서울특별시 마포구 도화동 559번지,서울특별시 마포구 마포대로 53 (도화동),,마포트라팰리스 아케이드,그 밖의 대규모점포,195266.0731,448799.6418,대규모점포
영업/정상,5,영업개시전,02-2179-5021,서울특별시 마포구 동교동 190번지 1호,서울특별시 마포구 와우산로35길 50-4 (동교동),4052,홍대복합역사 상업시설,쇼핑센터,193565.9004,450545.6685,대규모점포
영업/정상,1,정상영업,226975602,서울특별시 양천구 신월5동 20번지 28호 외 1필지,서울특별시 양천구 월정로46길 11 (신월동외 1필지),,롯데쇼핑(주)롯데슈퍼 신월점,구분없음,185164.5599,448756.0336,준대규모점포
영업/정상,1,정상영업,02  380 9414,서울특별시 양천구 신월5동 26번지,서울특별시 양천구 화곡로 59 (신월동),,(주)이마트 메트로 신월점,구분없음,184796.9991,448625.3896,준대규모점포
영업/정상,1,정상영업,2692-5600,서울특별시 양천구 신정동 1290-4 대우미래사랑5차아파트,서울특별시 양천구 신정로13길 3 대우미래사랑5차아파트 103~105호 (신정동),8081,롯데프레시 신정점,그 밖의 대규모점포,186071.9797,445297.9868,
영업/정상,1,정상영업,222905853,서울특별시 양천구 신정4동 899번지 7호,서울특별시 양천구 목동로 223 (신정동),,롯데쇼핑(주)롯데슈퍼목동점,구분없음,187889.3186,447351.6066,준대규모점포
영업/정상,1,정상영업,02  26432767,서울특별시 양천구 목동 739번지 1호,서울특별시 양천구 목동중앙본로7길 45 (목동),,목동시장아울렛,그 밖의 대규모점포,188117.3518,448552.9899,대규모점포
영업/정상,1,정상영업,02 26931241,서울특별시 양천구 신월동 928번지 1 호,서울특별시 양천구 지양로 78 (신월동),,우성상가시장,시장,185221.9579,446727.355,대규모점포
영업/정상,1,정상영업,221632233,서울특별시 양천구 목동 916호,서울특별시 양천구 목동동로 257 (목동),,현대백화점목동점,백화점,188884.0756,447186.8886,대규모점포
영업/정상,1,정상영업,266789236,서울특별시 양천구 목동 917번지 6호,서울특별시 양천구 목동동로 309 (목동),,행복한백화점,백화점,188977.1711,447466.355,대규모점포
영업/정상,1,정상영업,780-9051,서울특별시 양천구 신정동 201번지 1호,서울특별시 양천구 목동남로4길 2 (신정동),,신정동세양청마루2차상가,그 밖의 대규모점포,187954.1896,445124.1316,
영업/정상,1,정상영업,2006-2637,서울특별시 양천구 신정동 201번지 1호 세양청마루2차 지상1층,서울특별시 양천구 목동남로4길 2 (신정동 세양청마루2차주상복합),8104,(주)지에스리테일 신정2점,구분없음,187954.1896,445124.1316,준대규모점포
영업/정상,1,정상영업,2695-6131,서울특별시 양천구 신정4동 988번지 5호,서울특별시 양천구 신정4동 988번지 5호,,(주)지에스리테일 GS수퍼 목동오거리점,구분없음,187670.4164,447030.5604,준대규모점포
